corpus_id,domain,subdomain,corpus_or_collection,scope_tier,languages,geography_tradition,desired_representation,unit_of_completeness,minimum_complete_package,priority,primary_acquisition_route,agent_can_acquire_without_user_action,user_action_required,digital_availability,preferred_source_or_partner,rights_status,inventory_status,source_url,notes
COR-0182,04 Agama Tantra and Temple,Shaiva Agama,Shaiva Siddhanta Upagamas corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0183,04 Agama Tantra and Temple,Shaiva Agama,Shaiva Siddhanta paddhati and prayoga corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0184,04 Agama Tantra and Temple,Shaiva Agama,Raurava Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0185,04 Agama Tantra and Temple,Shaiva Agama,Kamika Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0186,04 Agama Tantra and Temple,Shaiva Agama,Karana Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0187,04 Agama Tantra and Temple,Shaiva Agama,Ajita Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0188,04 Agama Tantra and Temple,Shaiva Agama,Mrugendra Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0189,04 Agama Tantra and Temple,Shaiva Agama,Mataṅgaparameshvara Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0190,04 Agama Tantra and Temple,Shaiva Agama,Pauṣkara Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0191,04 Agama Tantra and Temple,Shaiva Agama,Kirana Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0192,04 Agama Tantra and Temple,Shaiva Agama,Sarvajnanottara Agama,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0193,04 Agama Tantra and Temple,Shaiva Agama,Nishvasatattvasamhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0194,04 Agama Tantra and Temple,Vaishnava Agama,Pancharatra Samhita corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0195,04 Agama Tantra and Temple,Vaishnava Agama,Vaikhanasa Agama and Samhita corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0196,04 Agama Tantra and Temple,Vaishnava Agama,Jayakhya Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0197,04 Agama Tantra and Temple,Vaishnava Agama,Ahirbudhnya Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0198,04 Agama Tantra and Temple,Vaishnava Agama,Lakshmi Tantra,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0199,04 Agama Tantra and Temple,Vaishnava Agama,Pauskara Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0200,04 Agama Tantra and Temple,Vaishnava Agama,Satvata Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0201,04 Agama Tantra and Temple,Vaishnava Agama,Padma Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0202,04 Agama Tantra and Temple,Vaishnava Agama,Parameshvara Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0203,04 Agama Tantra and Temple,Vaishnava Agama,Ishvara Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0204,04 Agama Tantra and Temple,Vaishnava Agama,Sanatkumara Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0205,04 Agama Tantra and Temple,Vaishnava Agama,Vishvaksena Samhita,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0206,04 Agama Tantra and Temple,Vaishnava Agama,"Pancharatra paddhati, temple and domestic ritual manuals",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0207,04 Agama Tantra and Temple,Vaishnava Agama,Vaikhanasa paddhati and temple manuals,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with manuscript libraries, Vaishnava institutions and temple authorities",PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0208,04 Agama Tantra and Temple,Shakta Tantra,Sri Vidya Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0209,04 Agama Tantra and Temple,Shakta Tantra,Kaula Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0210,04 Agama Tantra and Temple,Shakta Tantra,Krama Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0211,04 Agama Tantra and Temple,Shakta Tantra,Kubjika Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0212,04 Agama Tantra and Temple,Shakta Tantra,Kali Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0213,04 Agama Tantra and Temple,Shakta Tantra,Tripura Tantra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0214,04 Agama Tantra and Temple,Shakta Tantra,Yamala corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0215,04 Agama Tantra and Temple,Shakta Tantra,Brahmayamala,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Institutional agreement plus restricted-access handling for living/esoteric materials,PARTIAL_RESTRICTED,Muktabodha|IFP|Asiatic libraries|private lineages,PERMISSION_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
